show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,studio
s3196,Movie,Jindua,Navaniat Singh,"Jimmy Shergill, Sargun Mehta, Neeru Bajwa, Bhavkhandan Singh Rakhra, Arkie Kandola, Nina Rehill, Rajiv Thakur, Harjap Singh Bhangal, Balinder Johal, Carolyn Bridget Kennedy, Sonia Dhillon, Jimmy Sheirgill",India,1-Dec-19,2017,TV-14,135 min,"Dramas, International Movies, Romantic Movies",Infantry Pictures
s3202,Movie,Thug Life,Mukesh Vohra,"Harish Verma, Jass Bajwa, Rajiv Thakur, Ihana Dhillon, Yograj Singh, Karamjit Anmol, Anita Devgan, Vrajesh Hirjee, Rana Jung Bahadur, Hobby Dhaliwal",India,1-Dec-19,2017,TV-14,133 min,"Comedies, Dramas, International Movies",Madacy Entertainment
s3207,Movie,The Zoya Factor,Abhishek Sharma,"Sonam Kapoor, Dulquer Salmaan, Sanjay Kapoor, Sikander Kher, Angad Bedi, Koel Purie, Pooja Bhamrah, Manu Rishi Chadha",India,30-Nov-19,2019,TV-14,135 min,"Comedies, Dramas, International Movies",Fox STAR Studios
s3212,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,"Thabo Rametsi, Thabo Malema, Welile Nzuza, Jafta Mamabolo, Louw Venter, Pearl Thusi",South Africa,29-Nov-19,2016,TV-MA,107 min,"Dramas, International Movies",Montage Online
s3215,Movie,Payday,Cheta Chukwu,"Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan",Nigeria,29-Nov-19,2018,TV-MA,110 min,"Comedies, Independent Movies, International Movies",Fantasy Films
s3218,Movie,The Island,Toka McBaror,"Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo",Nigeria,29-Nov-19,2018,TV-14,93 min,"Dramas, International Movies, Thrillers",DreamWorks
s3225,Movie,Evvarikee Cheppoddu,Basava Shankar Eeday,"Rakesh Varre, Gargeyi, Vamsi raj Nekkanti, D P Ghani, K Prasanna",India,27-Nov-19,2019,TV-14,134 min,"Comedies, International Movies, Romantic Movies",Crazyants Productions
s3227,Movie,The Body Remembers When the World Broke Open,"Elle-MÃ¡ijÃ¡ Tailfeathers, Kathleen Hepburn","Violet Nelson, Elle-MÃ¡ijÃ¡ Tailfeathers, Charlie Hannah, Barbara Eve Harris, Sonny Surowiec, Jay Cardinal Villeneuve, Tony Massil, Aidan Dee, James Angus Cowan, Anthony Bolognese","Canada, Norway",27-Nov-19,2019,TV-MA,106 min,"Dramas, Independent Movies",Experimental Forest Films
s3228,Movie,The Irishman,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",United States,27-Nov-19,2019,R,209 min,Dramas,Forest Home Films
s3234,Movie,Pranaam,Sanjiv Jaiswal,"Rajeev Khandelwal, Samiksha Singh, S.M. Zaheer, Vikram Gokhale, Meenakshi Sethi, Atul Kulkarni, Abhimanyu Singh, Aniruddha Dave",India,25-Nov-19,2019,TV-14,117 min,"Action & Adventure, Dramas, International Movies",Rudraksh Adventures
s3238,Movie,Brother,Julien Abraham,"MHD, Darren Muselet, AÃ¯ssa MaÃ¯ga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",France,22-Nov-19,2019,TV-MA,97 min,"Dramas, Independent Movies, International Movies",CTB Film Company
s3255,Movie,Mallesham,Raj R,"Jhansi, Priyadarshi Pullikonda, Ananya Nagalla",India,20-Nov-19,2019,TV-14,131 min,"Dramas, Independent Movies, International Movies",Suresh Productions
s3262,Movie,Suffragette,Sarah Gavron,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth","United Kingdom, France",16-Nov-19,2015,PG-13,107 min,"Dramas, International Movies",Ruby Films
s3263,Movie,The Green Inferno,Eli Roth,"Ignacia Allamand, Daryl Sabara, NicolÃ¡s MartÃ­nez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, RamÃ³n Llao, Richard Burgi","United States, Chile",16-Nov-19,2013,R,101 min,"Horror Movies, Independent Movies",Worldview Entertainment
s3268,Movie,Guna 369,Arjun Jandyala,"Adithya Menon, Kartikeya Gummakonda, Anagha LK",India,15-Nov-19,2019,TV-MA,143 min,"Action & Adventure, Dramas, International Movies",Sprint Films
s3269,Movie,House Arrest,"Shashanka Ghosh, Samit Basu","Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh, Badrul Islam, Sunil Kumar",India,15-Nov-19,2019,TV-14,105 min,"Comedies, Independent Movies, International Movies",India Stories
s3291,Movie,A Single Man,Tom Ford,"Colin Firth, Julianne Moore, Nicholas Hoult, Ginnifer Goodwin, Matthew Goode, Paul Butler, Ryan Simpkins, Teddy Sears, Paulette Lamori, Jon Kortajarena",United States,11-Nov-19,2009,R,100 min,"Dramas, Independent Movies, LGBTQ Movies",Fade to Black Productions
s3298,Movie,Paradise Beach,Xavier Durringer,"Sami Bouajila, Tewfik Jallab, MÃ©lanie Doutey, Hugo Becker, Kool Shen, Hubert KoundÃ©, Seth Gueko, Sonia Couling, Chalad Na Songkhla, Flore Bonaventura, Nessbeal, Dorian N'Goumou dit Dosseh, Hache-P",France,8-Nov-19,2019,TV-MA,94 min,"Action & Adventure, Dramas, International Movies",Vito Films
s3300,Movie,U Turn,Pawan Kumar,"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza",India,7-Nov-19,2016,TV-14,121 min,"International Movies, Thrillers",Pawan Kumar Studios
s3301,Movie,Burning Cane,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique McClellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods",United States,6-Nov-19,2019,TV-MA,78 min,Dramas,Denizen Pictures
s3303,Movie,Shadow,Zhang Yimou,"Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu","China, Hong Kong",6-Nov-19,2018,TV-14,116 min,"Action & Adventure, Dramas, International Movies",Blu Cinematografica
s3308,Movie,The Lovers,Azazel Jacobs,"Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger",United States,5-Nov-19,2017,R,98 min,"Comedies, Dramas, Independent Movies",Corsan
s3310,Movie,Undercover Brother 2,Leslie Small,"Michael Jai White, Vince Swann, Barry Bostwick, Laila Odom, Gary Owen, Affion Crockett, Steven Lee Johnson, Lindsay Lamb, Zac Zedalis, Cj Sykes",United States,5-Nov-19,2019,R,85 min,Comedies,Universal 1440 Entertainment
s3313,Movie,Oththa Seruppu Size 7,Parthiban,Parthiban,India,4-Nov-19,2019,TV-MA,103 min,"Dramas, International Movies, Thrillers",Bioscope Film Framers
s3330,Movie,American Son,Kenny Leon,"Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee",United States,1-Nov-19,2019,TV-MA,90 min,Dramas,Map Point Pictures
s3332,Movie,Christmas in the Heartland,Harvey Lowry,"Sierra McCormick, Brighton Sharbino, Bo Derek, Shelley Long, Christopher Rich, JoeDon Rooney, Tiffany Fallon, Paula Trickey, Christian Kane",United States,1-Nov-19,2017,TV-PG,112 min,Dramas,Ascension Media
s3335,Movie,Drive,Tarun Mansukhani,"Jacqueline Fernandez, Sushant Singh Rajput, Boman Irani, Pankaj Tripathi, Vikramjeet Virk, Sapna Pabbi, Vibha Chhibber, Kaustubh Kumar",India,1-Nov-19,2019,TV-14,119 min,"Action & Adventure, International Movies",Overseas FilmGroup
s3339,Movie,Holly Star,Michael A. Nickles,"Katlyn Carlson, Brian Muller, Teya Patt, Pamela Chabora",United States,1-Nov-19,2018,PG,92 min,"Children & Family Movies, Comedies, Romantic Movies",Marlboro Road Gang Productions
s3344,Movie,Santa Girl,Blayne Weaver,"Barry Bostwick, Jennifer Stone, Devon Werkheiser, McKayla Witt, Joshua Cody, Hank Stone",United States,1-Nov-19,2019,TV-PG,91 min,"Children & Family Movies, Comedies, Romantic Movies",The Film Studio At Shenandoah
s3348,Movie,The King,David MichÃ´d,"TimothÃ©e Chalamet, Joel Edgerton, Robert Pattinson, Ben Mendelsohn, Sean Harris, Tom Glynn-Carney, Lily-Rose Depp, Thomasin McKenzie","United Kingdom, Hungary, Australia",1-Nov-19,2019,R,141 min,Dramas,MAK Productions
s3357,TV Show,Nowhere Man,DJ Chen,"Alyssa Chia, Mavis Fan, Joseph Chang, Wang Po-chieh, Jeremiah Zhang, Chou Min-fu, Greg Hsu, Kuo Tze-cheng, Shen Hai-jung, Lu Yi-long",Taiwan,31-Oct-19,2019,TV-MA,100 min,"Crime TV Shows, International TV Shows, TV Action & Adventure",King Cobra Films
s3360,Movie,Mehandi Circus,Saravana Rajendran,"Madhampatti Rangaraj, Shweta Tripathi, Vela Ramamoorthy, Ankur Vikal, G. Marimuthu, Sunny Charles",India,30-Oct-19,2019,TV-MA,126 min,"Dramas, International Movies, Romantic Movies",Studio Green
s3372,Movie,Consequences,Ozan AÃ§Ä±ktan,"Nehir ErdoÄŸan, Tardu Flordun, Ä°lker Kaleli, Serkan Keskin, Esra Bezen Bilgin, AytaÃ§ UÅŸun, Cem Ã–zeren, Caner ArÃ§kan",Turkey,25-Oct-19,2014,TV-MA,106 min,"Dramas, International Movies, Thrillers",Alkemy X
s3373,Movie,Dolemite Is My Name,Craig Brewer,"Eddie Murphy, Wesley Snipes, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Kodi Smit-McPhee",United States,25-Oct-19,2019,R,118 min,"Comedies, Dramas",Davis Entertainment
s3385,Movie,Revenge of the Pontianak,"Glen Goei, Gavin Yap","Nur Fazura, Remy Ishak, Hisyam Hamid, Shenty Feliziana, Nam Ron, Tony Eusoff, Wan Hanafi Su","Singapore, Malaysia",24-Oct-19,2019,TV-14,92 min,"Horror Movies, International Movies",13 Little Pictures
s3390,Movie,Free Fire,Ben Wheatley,"Sharlto Copley, Armie Hammer, Brie Larson, Cillian Murphy, Jack Reynor, Babou Ceesay, Enzo Cilenti, Sam Riley, Michael Smiley, Noah Taylor, Patrick Bergin, Mark Monero",United Kingdom,21-Oct-19,2016,R,91 min,"Action & Adventure, Comedies, Independent Movies",Film4
s3399,Movie,Eli,CiarÃ¡n Foy,"Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink, Deneen Tyler, Katia Gomez",United States,18-Oct-19,2019,TV-MA,98 min,Horror Movies,City Cine Creations
s3412,Movie,Up North,Tope Oshin,"Banky Wellington, Rahama Sadau, Kanayo O. Kanayo, Ibrahim Suleiman, Michelle Dede, Adesua Etomi, Hilda Dokubo, Akin Lewis",Nigeria,18-Oct-19,2018,TV-14,99 min,"Dramas, International Movies",Anakle Films
s3413,Movie,Upstarts,Udai Singh Pawar,"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan",India,18-Oct-19,2019,TV-14,112 min,"Comedies, Dramas, International Movies",Bandra West Pictures
s3422,Movie,Sinister 2,CiarÃ¡n Foy,"Shannyn Sossamon, John Beasley, James Ransone, Tate Ellington, Robert Daniel Sloan, Dartanian Sloan, Lucas Jade Zumann, Lea Coco","United States, United Kingdom",16-Oct-19,2015,R,97 min,Horror Movies,Entertainment One
s3430,Movie,Fractured,Brad Anderson,"Sam Worthington, Lily Rabe, Stephen Tobolowsky, Adjoa Andoh, Lucy Capri, Lauren Cochrane, Shane Dean",United States,11-Oct-19,2019,TV-MA,100 min,Thrillers,4PIX
s3439,Movie,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,9-Oct-19,2019,PG-13,106 min,"Dramas, Romantic Movies",Girl's Gotta Eat Entertainment
s3444,Movie,Love for Sale,Andibachtiar Yusuf,"Gading Marten, Della Dartyan, Rukman Rosadi, Albert Halim, Verdi Solaiman, Adriano Qalbi, Sabrina Rochelle Kalangie, Rizky Mocil",Indonesia,6-Oct-19,2018,TV-14,101 min,"Dramas, International Movies, Romantic Movies",Swirl Films
s3447,Movie,Noblemen,Vandana Kataria,"Ali Haji, Kunal Kapoor, Muskkaan Jaferi, Hardik Thakkar, Ali Mir, Shaan Grover, M.K. Raina, Ivan Rodrigues",India,5-Oct-19,2019,TV-MA,109 min,"Dramas, Independent Movies, International Movies",Mutant Films
s3462,TV Show,Cheese in the Trap,Lee Yoon-jung,"Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang",South Korea,1-Oct-19,2016,TV-14,100 min,"International TV Shows, Korean TV Shows, Romantic TV Shows",Mountain Movement Story
s3466,Movie,First Kiss,Roy Poortmans,"VajÃ¨n van den Bosch, Buddy Vedder, Leontine Borsato, Caroline de Bruijn, Stijn Fransen, Marije Zuurveld",Netherlands,1-Oct-19,2018,TV-14,90 min,"Dramas, International Movies, Romantic Movies",Gates Pictures
s3483,Movie,Deliha 2,Gupse Ã–zay,"Gupse Ã–zay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, HÃ¼lya Duyar, Ali Ã‡elik, Mert Ã–ner",Turkey,27-Sep-19,2018,TV-PG,102 min,"Comedies, International Movies",Besiktas KÃ¼ltÃ¼r Merkezi (BKM)
s3487,Movie,Malaal,Mangesh Hadawale,"Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle",India,26-Sep-19,2019,TV-14,133 min,"Dramas, International Movies, Romantic Movies",Bhansali Productions
s3488,Movie,The Grandmaster,Wong Kar Wai,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China",26-Sep-19,2013,PG-13,108 min,"Action & Adventure, Dramas, International Movies",Block 2 Pictures
s3495,Movie,Inside Man: Most Wanted,Michael J. Bassett,"Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn, Akshay Kumar, Tanya van Graan, Andre Jacobs, Sven Ruygrok",United States,24-Sep-19,2019,R,106 min,Action & Adventure,Universal 1440 Entertainment
s3497,Movie,Manmadhudu 2,Rahul Ravindran,"Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti",India,23-Sep-19,2019,TV-MA,152 min,"Comedies, Dramas, International Movies",Anandi Art Creations
s3498,Movie,Under the Eiffel Tower,Archie Borders,"Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole",United States,23-Sep-19,2018,TV-MA,87 min,"Comedies, Independent Movies, International Movies",180 Degrees
s3510,Movie,Kabir Singh,Sandeep Reddy Vanga,"Shahid Kapoor, Kiara Advani, Suresh Oberoi, Arjan Bajwa, Adil Hussain, Nikita Dutta, Kamini Kaushal, Anurag Arora",India,19-Sep-19,2019,TV-MA,171 min,"Dramas, International Movies, Romantic Movies",Cine1 Studios
s3524,Movie,Tall Girl,Nzingha Stewart,"Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn",United States,13-Sep-19,2019,TV-PG,103 min,"Children & Family Movies, Comedies, Romantic Movies",Wonderland Sound and Vision
s3531,Movie,Article 15,Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade",India,6-Sep-19,2019,TV-MA,125 min,"Dramas, International Movies, Thrillers",Benaras Mediaworks
s3533,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,"Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary",India,6-Sep-19,2018,TV-14,133 min,"Comedies, Independent Movies, International Movies",Suresh Productions
s3537,Movie,Saawan,Farhan Alam,"Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz",Pakistan,4-Sep-19,2016,TV-14,128 min,"Dramas, Independent Movies, International Movies",Kalakar Films
s3538,Movie,Watchman,A. L. Vijay,"G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth",India,4-Sep-19,2019,TV-14,93 min,"Comedies, Dramas, International Movies",Double Meaning Productions
s3557,Movie,Kardec,Wagner de Assis,"Leonardo Medeiros, Sandra Corveloni, Genezio de Barros, Guilherme Piva, Leonardo Franco, Dalton Vigh, Charles Baudin, Julia Konrad",Brazil,29-Aug-19,2019,TV-14,110 min,"Dramas, Faith & Spirituality, International Movies",ConspiraÃ§Ã£o Filmes
s3565,Movie,Marriage Palace,Sunil Thakur,"Sharry Mann, Payal Rajput, Jaswinder Bhalla, B.N. Sharma, Harby Sangha, Nirmal Rishi, Anita Devgan, Rupinder Roopi",India,23-Aug-19,2018,TV-14,135 min,"Comedies, International Movies",Happy Goyal Pictures
s3591,TV Show,Til Death Do Us Part,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee","Wen Chen-ling, River Huang, Lin He-xuan, Phoebe Lin, Janel Tsai, Dara Hanfman, Hsia Teng-hung, Nikki Hsin-Ying Hsieh",Taiwan,15-Aug-19,2019,TV-MA,100 min,"International TV Shows, TV Dramas, TV Thrillers",51 Millimeter
s3594,Movie,Uyare,Manu Ashokan,"Parvathy, Asif Ali, Tovino Thomas, Siddique, Pratap Pothan, Samyuktha Menon, Anarkali Marikar, Prem Prakash",India,14-Aug-19,2019,TV-14,119 min,"Dramas, International Movies",Grahalakshmi Productions
s3595,Movie,90 ML,Anita Udeep,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",India,13-Aug-19,2019,TV-MA,123 min,"Comedies, International Movies, Music & Musicals",Nviz Entertainment
s3606,TV Show,The Family,Jesse Moss,"James Cromwell, David Rysdahl, Ben Rosenfield, Zachary Booth",United States,9-Aug-19,2019,TV-14,100 min,Docuseries,Hollow Films
s3617,Movie,Badla,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",India,7-Aug-19,2019,TV-14,117 min,"International Movies, Thrillers",Azure Entertainment
s3619,Movie,Crazy Beautiful You,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Pascual",Philippines,6-Aug-19,2015,TV-14,114 min,"Comedies, Dramas, International Movies",ABS-CBN Film Productions
s3627,Movie,Misfit,Erwin van den Eshof,"Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, DÃ©fano Holwijn, Luca Gilliot",Netherlands,3-Aug-19,2017,TV-14,81 min,"Children & Family Movies, Comedies, International Movies",NewBeTV
s3631,Movie,Uriyadi 2,Vijay Kumar,"Vijay Kumar, Vismaya, Shankar Thas, Abbas, Sudhakar, Durai Ramesh",India,2-Aug-19,2019,TV-14,116 min,"Dramas, International Movies",2D Entertainment
s3632,Movie,Manu,Phanindra Narsetti,"Raja Goutham, Chandini Chowdary, Bomma Sreedhar, John Kottoly, Srikanth Mullagiri, Ravi Teja",India,1-Aug-19,2018,TV-14,177 min,"Dramas, Independent Movies, International Movies",Nirvana Cinemas
s3638,Movie,Boi,Jorge M. Fontana,"Bernat Quintana, Adrian Pang, Andrew Lua, Rachel Lascar, Fina Rius, Miranda Gas",Spain,26-Jul-19,2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies",AquÃ­ y AllÃ­ Films
s3639,Movie,Eerie,Mikhail Red,"Bea Alonzo, Jake Cuenca, Maxene Magalona, Charo Santos, Mary Joy Apostol, Gabby Padilla, Gillian Vicencio","Philippines, Singapore",26-Jul-19,2019,TV-14,100 min,"Horror Movies, International Movies",Star Cinema
s3648,Movie,The Beast Stalker,Dante Lam,"Nicholas Tse, Nick Cheung, Zhang Jing-chu, Miao Pu, Liu Kai-chi, Philip Keung, Kwok Jing-hung, Sherman Chung, Zhang He, Wong Suet-yin, Wong Sum-yin",Hong Kong,21-Jul-19,2008,TV-14,110 min,"Action & Adventure, Cult Movies, International Movies",Emperor Classic Films
s3653,Movie,"Â¡Ay, mi madre!",Frank Ariza,"EstefanÃ­a de los Santos, Secun de la Rosa, Terele PÃ¡vez, MarÃ­a Alfonsa Rosso, Mariola Fuentes, Alfonso SÃ¡nchez, Paz Vega, Marta TornÃ©, Concha GalÃ¡n",Spain,19-Jul-19,2019,TV-MA,81 min,"Comedies, International Movies",Gossip Event & Productions
s3658,Movie,Secret Obsession,Peter Sullivan,"Brenda Song, Mike Vogel, Dennis Haysbert, Ashley Scott, Paul Sloan, Daniel Booko",United States,18-Jul-19,2019,TV-14,98 min,Thrillers,Hybrid
s3659,Movie,Mauli,Aditya Sarpotdar,"Riteish Deshmukh, Saiyami Kher, Jitendra Joshi, Siddarth Jadhav, Shrikant Yadav, Vijay Nikam, Umesh Jagtap, Usha Naik, Girija Oak, Genelia D'Souza",India,17-Jul-19,2018,TV-14,136 min,"Action & Adventure, Dramas, International Movies",Mumbai Film Company
s3671,Movie,Cities of Last Things,Wi Ding Ho,"Jack Kao, Lee Hong-chi, Louise Grinberg, Huang Lu, Ding Ning","Taiwan, China, France, United States",12-Jul-19,2018,TV-MA,106 min,"Dramas, Independent Movies, International Movies",Changhe Films
s3676,Movie,Point Blank,Joe Lynch,"Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, Christian Cooke, Markice Moore","France, United States",12-Jul-19,2019,TV-MA,87 min,Action & Adventure,LGM Productions
s3700,Movie,Romeo Akbar Walter,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,30-Jun-19,2019,TV-14,141 min,"Dramas, International Movies, Thrillers",Kyta Productions
s3702,Movie,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie, Ashwanth Ashok Kumar, Bagavathi Perumal",India,29-Jun-19,2019,TV-MA,176 min,"Comedies, Dramas, International Movies",East West Dream Works Entertainment
s3714,Movie,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,26-Jun-19,2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers",Boundscript
s3718,Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson","Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Celina Jade, Michael Bisping, Michael Jai White, JeeJa Yanin, Dominiquie Vandenberg","Thailand, China, United States",22-Jun-19,2019,R,96 min,"Action & Adventure, International Movies",Aurora Alliance Films
s3730,Movie,Rakkhosh,"Abhijit Kokate, Srivinay Salian","Sanjay Mishra, Priyanka Bose, Tannishtha Chatterjee, Barun Chanda, Sonamoni Jayant Gadekar, Ashwath Bhatt, Atul Mahale",India,20-Jun-19,2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies",SD Motion Pictures
s3732,Movie,Beats,Chris Robinson,"Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,19-Jun-19,2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals",Rosetta Productions
s3735,Movie,Cop Car,Jon Watts,"Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim, Shea Whigham, Sean Hartley, Kyra Sedgwick, Loi Nguyen",United States,16-Jun-19,2015,R,88 min,Thrillers,Audax Films
s3741,Movie,Pihu,Vinod Kapri,Pihu Myra Vishwakarma,India,15-Jun-19,2018,TV-14,90 min,"Dramas, Independent Movies, International Movies",RSVP
s3754,Movie,Murder Mystery,Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo MÃ©ndez, Dany Boon, Terence Stamp",United States,14-Jun-19,2019,PG-13,98 min,Comedies,Netflix
s3762,Movie,Belmonte,Federico Veiroj,"Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, TomÃ¡s Wahrmann, MarÃ­a Noel GutiÃ©rrez, Marcelo FernÃ¡ndez Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, MartÃ­n Reyes, Carolina PenadÃ©s","Uruguay, Spain, Mexico",7-Jun-19,2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",Charles Barthe
s3765,Movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,7-Jun-19,2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers",The Penguin Empire
s3766,Movie,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",India,7-Jun-19,2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies",Maddock Films
s3767,Movie,Pachamama,Juan Antin,"Adam Moussamih, Charli Birdgenau, Vlastra Vrana, Sonja Ball, Alexandre Harough","France, Luxembourg, Canada",7-Jun-19,2019,PG,71 min,Children & Family Movies,Folivari
s3768,Movie,Rock My Heart,Hanno Olderdissen,"Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann von BÃ¼low, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau",Germany,7-Jun-19,2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies",Neue SchÃ¶nhauser Filmproduktion
s3769,Movie,Stree,Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana, Abhishek Banerjee, Atul Srivastava",India,7-Jun-19,2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies",D2R Films
s3772,Movie,The Black Godfather,Reginald Hudlin,"Clarence Avant, Quincy Jones",United States,7-Jun-19,2019,TV-MA,118 min,"Documentaries, Music & Musicals",Cougnar Productions
s3773,Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas DÃ¶hler, Hans LÃ¶w, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,6-Jun-19,2019,TV-MA,90 min,"Dramas, International Movies",TRIMAFILM
