show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,studio
s8228,Movie,The Bridge,Kunle Afolayan,"Chidinma Ekile, Ademola Adedoyin, Kunle Afolayan, Zack Orji, Tina Mba, Ayo Akinwale, Akim Mogaji, Ayo Mogaji, Ken Erics",Nigeria,1-Sep-19,2017,TV-14,119 min,"Dramas, International Movies, Romantic Movies",British Screen Productions
s8233,Movie,The Bye Bye Man,Stacy Title,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Michael Trucco, Doug Jones, Carrie-Anne Moss, Faye Dunaway, Jenna Kanell, Erica Tremblay, Cleo King","United States, China",1-Apr-19,2017,PG-13,96 min,"Horror Movies, Thrillers",Huayi Brothers Media
s8235,Movie,The Cakemaker,Ofir Raul Graizer,"Sarah Adler, Tim Kalkhof, Roy Miller, Zohar Shtrauss, Sandra Sade, Tamir Ben-Yehuda, Stephanie Stremler, Tagel Eliyahu","Israel, Germany",4-Dec-18,2017,TV-14,109 min,"Dramas, Independent Movies, International Movies",Laila Films
s8240,Movie,The Case for Christ,Jon Gunn,"Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski",United States,21-Nov-17,2017,TV-PG,113 min,"Dramas, Faith & Spirituality",Triple Horse Studios
s8243,Movie,The Charnel House,Craig Moss,"Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey, Danielle Lauder, Andy Favreau, Kate Linder, Neil Thackaberry, Alden Tab",United States,4-Feb-17,2016,R,93 min,"Horror Movies, Thrillers",Siegal Entertainment
s8248,Movie,The Christmas Candle,John Stephenson,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, Susan Boyle, John Hannah, Barbara Flynn, James Cosmo","United Kingdom, United States",1-Nov-19,2013,PG,100 min,"Dramas, Faith & Spirituality",Pinewood Studios
s8249,Movie,The Christmas Project,Michael Buster,"Jacob Buster, Anson Bagley, Grace Hallows, Josh Reid, Cooper Daniel Johnson, Alison Akin Clark, Brian Neal Clark, Evan Clark, Caitlin E.J. Meyer, Gabe White",United States,1-Mar-19,2016,TV-PG,92 min,"Children & Family Movies, Comedies",Big Blue Marble Media
s8252,Movie,The Company Men,John Wells,"Ben Affleck, Chris Cooper, Kevin Costner, Tommy Lee Jones, Maria Bello, Rosemarie DeWitt, Craig T. Nelson, John Doman, Tonye Patano, Cady Huffman",United States,28-Jul-18,2010,R,105 min,"Dramas, Independent Movies",The Weinstein Company
s8253,Movie,The Competition,Harvey Lowry,"Thora Birch, Chris Klein, Claire Coffee, David Blue, Kelsey Tucker, Michael Draper, Jason Tobias, Gabrielle Stone, Catherine Johnson, Tiffany Fallon",United States,23-Jul-19,2018,TV-14,103 min,"Comedies, Romantic Movies",The Theory Inc.
s8254,Movie,The Confirmation,Bob Nelson,"Clive Owen, Maria Bello, Patton Oswalt, Jaeden Lieberher, Matthew Modine, Stephen Tobolowsky, Tim Blake Nelson, Robert Forster",Canada,6-Feb-19,2016,PG-13,101 min,"Comedies, Dramas, Independent Movies",Bungalow Media + Entertainment
s8255,Movie,The Congress,Ari Folman,"Robin Wright, Harvey Keitel, Jon Hamm, Paul Giamatti, Kodi Smit-McPhee, Danny Huston, Sami Gayle, Michael Stahl-David, Michael Landes, Sarah Shahi","Israel, Germany, Poland, Luxembourg, Belgium, France, United States",23-Aug-19,2013,TV-MA,123 min,"Dramas, International Movies, Sci-Fi & Fantasy",Bridgit Folman Film Gang
s8266,Movie,The Dancer,Ifa Isfansyah,"Prisia Nasution, Oka Antara, Slamet Rahardjo, Dewi Irawan, Lukman Sardi, Tio Pakusadewo",Indonesia,8-Dec-18,2011,TV-MA,105 min,"Dramas, International Movies, Romantic Movies",EuropaCorp
s8268,Movie,The Dark Side of Life: Mumbai City,Tariq Khan,"Mahesh Bhatt, Kay Kay Menon, Avii, Nikhil Ratnaparkhi, Neha Khan, Alisha Khan, Irfan Hussein, Jyoti Malshe, Sayed Gul",India,31-Dec-19,2018,TV-MA,121 min,"Dramas, International Movies",Lakshya Productions
s8270,Movie,The Daughter,Simon Stone,"Geoffrey Rush, Ewen Leslie, Paul Schneider, Miranda Otto, Anna Torv, Odessa Young, Sam Neill",Australia,26-Apr-17,2015,TV-MA,95 min,Dramas,Infinitive Films
s8275,Movie,The Detained,Blair Hayes,"Alex Frnka, Sarah Davenport, Henry Zaga, Coy Stewart, Jennifer Robyn Jacobs, Gillian Vigman, Kevin Blake",United States,15-Feb-19,2017,TV-14,85 min,"Horror Movies, Thrillers",Fancy Pants Films
s8280,Movie,The Diabolical,Alistair Legrand,"Ali Larter, Arjun Gupta, Max Rose, Merrin Dungey, Chloe Perrin, Kurt Carley, Patrick Fischler, Wilmer Calderon, Tom Wright",United States,1-Aug-18,2015,TV-MA,86 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",Campfire
s8282,Movie,The Drowning,Bette Gordon,"Josh Charles, Julia Stiles, Avan Jogia, Tracie Thoms, Leo Fitzpatrick, Mike Houston, Jasper Newell","United States, Hong Kong",1-Sep-17,2016,TV-MA,99 min,Thrillers,The Film Community
s8284,Movie,The Duel,Kieran Darcy-Smith,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen, Felicity Price, JosÃ© ZÃºÃ±iga, William Sadler",United States,2-Jun-19,2016,R,110 min,Dramas,1inMM Productions
s8290,Movie,The Endless,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington",United States,19-Sep-18,2017,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers",Snowfort Pictures
s8293,Movie,The Eyes of My Mother,Nicolas Pesce,"Kika MagalhÃ£es, Olivia Bond, Will Brill, Flora Diaz, Paul Nazak, Clara Wong, Diana Agostini",United States,6-Apr-17,2016,R,76 min,"Horror Movies, Independent Movies",Borderline Presents
s8294,TV Show,The Fear,Michael Samuels,"Peter Mullan, Anastasia Hille, Harry Lloyd, Paul Nicholls, Demosthenes Chrysan, Dragos Bucur, Shaban Arifi, Julia Ragnarsson, Danny Sapani, Nigel Lindsay, Osy Ikhile, Sidney Kean, Lisa McAllister, Catherine Winter, Amarildo Kola, Julius Peter Wells",United Kingdom,31-Mar-17,2012,TV-MA,100 min,"British TV Shows, Crime TV Shows, TV Dramas",A-Pix Entertainment
s8296,Movie,The Feels,JenÃ©e LaMarque,"JenÃ©e LaMarque, Angela Trimbur, Constance Wu, Josh Fadem, Ever Mainard",United States,1-Jul-18,2018,TV-MA,88 min,"Comedies, Independent Movies, LGBTQ Movies",Provenance Pictures
s8297,Movie,The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Dendrie Taylor, Jill Quigg, Kate B. O'Brien, Sugar Ray Leonard",United States,13-Jan-19,2010,R,116 min,"Dramas, Sports Movies",Alex Gottlieb Productions
s8310,Movie,The Foreigner,Martin Campbell,"Pierce Brosnan, Katie Leung, Manolo Cardona, Charlie Murphy, Pippa Bennett-Warner, Rufus Jones, Dermot Crowley, Jackie Chan, Simon Kunz, Rory Fleck Byrne, Liu Tao, Michael McElhatton, Orla Brady, David Pearse","United Kingdom, China, United States, India",14-Feb-20,2017,R,113 min,"Action & Adventure, International Movies",Visions
s8311,Movie,The Forgotten,Oliver Frampton,"Clem Tibber, Elarica Johnson, James Doherty, Shaun Dingwall, Lyndsey Marshal",United Kingdom,11-Sep-17,2014,TV-MA,89 min,Horror Movies,Revolution Studios
s8313,Movie,The Founder,John Lee Hancock,"Laura Dern, B.J. Novak, Patrick Wilson, John Carroll Lynch, Ric Reitz, John Carroll, Nick Offerman, Michael Keaton, Wilbur Fitzgerald, Linda Cardellini","United States, Greece",21-Aug-20,2016,PG-13,115 min,Dramas,The Weinstein Company
s8318,Movie,The Gathering,Nia Dinata,"Cut Mini Theo, Tora Sudiro, Aida Nurmala, Surya Saputra, Rachel Maryam Sayidina, Trey Gondokusumo, Lili Harahap, Aurora Yahya, Wilza Lubis, Nico Siahaan",Indonesia,8-Dec-18,2003,TV-14,124 min,"Comedies, Dramas, International Movies",Granada Film Productions
s8320,Movie,The Ghost Who Walks,Cody Stokes,"Garland Scott, Frank Mosley, Alexia Rasmussen, Gil Darnell, Dasha Nekrasova, Nattalyee Randall, Linda Kennedy, Peter Mayer, Curtis York, Dennis Lebby",United States,7-Apr-20,2019,TV-MA,107 min,"Dramas, Independent Movies, Thrillers",Ghost Walkers
s8323,Movie,The Golem,"Doron Paz, Yoav Paz","Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg, Lenny Ravitz, Alexey Tritenko, Adi Kvetner, Mariya Khomutova, Veronika Shostak, Konstantin Anikienko",Israel,26-Jun-19,2018,TV-MA,95 min,"Horror Movies, Independent Movies, International Movies",SE Film Production
s8324,Movie,The Good Catholic,Paul Shoulberg,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",United States,24-Jan-18,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",Pigasus Pictures
s8325,Movie,The Good Neighbor,Kasra Farahani,"James Caan, Logan Miller, Keir Gilchrist, Laura Innes, Edwin Hodge, Anne Dudek, Bailey Noble, Lili Reinhart, Mindy Sterling",United States,5-Dec-16,2016,TV-MA,97 min,"Dramas, Independent Movies, Thrillers",Anonymous Content
s8327,Movie,The Gospel of John,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, David Harewood","United Kingdom, United States, Morocco",20-Oct-18,2014,TV-14,161 min,"Dramas, Faith & Spirituality",Big Book Media
s8328,Movie,The Gospel of Luke,David Batty,"Selva Rasalingam, Karima Gouit, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, Mohamed El Korchi, Ramdane Aala","United States, United Kingdom, Morocco",19-Oct-18,2015,TV-14,205 min,"Dramas, Faith & Spirituality",Big Book Media
s8333,Movie,The Great Gambler,Shakti Samanta,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar",India,31-Dec-19,1979,TV-14,161 min,"Action & Adventure, Classic Movies, Cult Movies",Associated Films & Finance Corporation
s8336,Movie,The Green Hornet,Michel Gondry,"Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong",United States,18-Apr-20,2011,PG-13,119 min,"Action & Adventure, Comedies",Universal Pictures
s8338,Movie,The Hatred,Michael G. Kehoe,"Sarah Davenport, Andrew Divoff, Gabrielle Bourne, Bayley Corman, Alisha Wainwright, Nina Siemaszko, Shae Smolik, David Naughton, Amanda Wyss, Darby Walker",United States,11-Dec-17,2017,R,94 min,Horror Movies,Big Rock Films
s8339,Movie,The Haunting of Molly Hartley,Mickey Liddell,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",United States,4-Oct-18,2008,PG-13,85 min,"Horror Movies, Thrillers",Huntington Prep
s8342,Movie,The Help,Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane McRae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer",United States,1-Jun-20,2011,PG-13,147 min,Dramas,DreamWorks
s8343,Movie,The Heretics,Chad Archibald,"Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond",Canada,4-Sep-19,2017,TV-MA,88 min,Horror Movies,Black Fawn Films
s8346,Movie,The Hollow Point,Gonzalo LÃ³pez-Gallego,"Patrick Wilson, Ian McShane, John Leguizamo, Lynn Collins, Jim Belushi, Karli Hall, David H. Stevens, Derek Boone",United States,16-Mar-17,2016,R,97 min,Action & Adventure,Atlas Independent
s8359,Movie,The Incident,Isaac Ezban,"RaÃºl MÃ©ndez, Nailea Norvind, HernÃ¡n Mendoza, Humberto Busto, Fernando Ãlvarez Rebeil, Gabriel Santoyo, Paulina Montemayor, HÃ©ctor Mendoza, Leonel Tinajero, Marcos Moreno",Mexico,19-Jun-17,2014,TV-MA,100 min,"International Movies, Sci-Fi & Fantasy, Thrillers",ArtÃ©mis Productions
s8363,Movie,The Informant!,Steven Soderbergh,"Matt Damon, Scott Bakula, Joel McHale, Melanie Lynskey, Thomas F. Wilson, Patton Oswalt, Tony Hale, Eddie Jemison, Paul F. Tompkins, Tom Papa",United States,1-Aug-18,2009,R,108 min,"Comedies, Dramas",Warner Bros.
s8364,Movie,The Intent,"Femi Oyeniran, Kalvadour Peterson","Dylan Duffus, Scorcher, Shone Romulus, Jade Asha, Femi Oyeniran, Ashley Chin, Nicky Slimting Walker, Fekky",United Kingdom,15-May-17,2016,TV-MA,99 min,"Dramas, International Movies, Thrillers",PurpleGeko Productions
s8365,Movie,The Intent 2: The Come Up,"Femi Oyeniran, Nicky Slimting Walker","Justin Clarke Samuel, Ashley Chin, Nicky Slimting Walker, Femi Oyeniran, Dylan Duffus, Shone Romulus, Adam Deacon, Karen Bryson, Selva Rasalingam, Jay Brown",United Kingdom,21-Feb-19,2018,TV-MA,103 min,"Dramas, International Movies",The Intent 2 Limited
s8368,Movie,The Invitation,Karyn Kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch",United States,8-Jul-16,2015,TV-MA,100 min,"Horror Movies, Independent Movies, Thrillers",Stage 18 Pictures
s8370,Movie,The Iron Lady,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge","United Kingdom, France",7-Jul-19,2011,PG-13,105 min,"Dramas, International Movies",DJ Films
s8376,Movie,The Keeping Hours,Karen Moncrieff,"Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain",United States,1-Sep-18,2017,PG-13,95 min,"Dramas, Thrillers",Blumhouse Productions
s8390,Movie,The Last Whistle,Rob Smat,"Brad Leland, Jim O'Heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr, Tyler Perez, Sainty Nelsen",United States,26-Oct-19,2019,PG,88 min,"Dramas, Sports Movies",Smatfilms
s8392,Movie,The Legend of Michael Mishra,Manish Jha,"Arshad Warsi, Aditi Rao Hydari, Kayoze Irani, Boman Irani",India,1-Apr-19,2016,TV-14,118 min,"Comedies, Dramas, International Movies",Eye Candy Films
s8394,Movie,The Little Hours,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Lauren Weedman, Nick Offerman, Paul Reiser, Adam Pally, Paul Weitz, Jon Gabrus","Canada, United States",23-Dec-18,2017,R,89 min,"Comedies, Independent Movies",Destro Films
s8399,Movie,The Lobster,Yorgos Lanthimos,"Colin Farrell, Jessica Barden, Rachel Weisz, Olivia Colman, Ashley Jensen, Ariane Labed, Aggeliki Papoulia, John C. Reilly, LÃ©a Seydoux, Michael Smiley, Ben Whishaw","Ireland, United Kingdom, Greece, France, Netherlands",2-Dec-18,2015,R,119 min,"Comedies, International Movies, Romantic Movies",Film4
s8426,Movie,The Model,Mads Matthiesen,"Maria Palm, Ed Skrein, Yvonnick Muller, Charlotte Tomaszewska, Virgile Bramly, Marco IlsÃ¸, Dominic Allburn",Denmark,6-Dec-16,2016,TV-MA,104 min,"Dramas, Independent Movies, International Movies",Film i VÃ¤st
s8427,Movie,The Monster,Bryan Bertino,"Zoe Kazan, Ella Ballentine, Aaron Douglas, Christine Ebadi, Marc Hickox, Scott Speedman, Chris Webb","United States, Canada",9-Jan-19,2016,R,91 min,"Horror Movies, Independent Movies",Metro-Goldwyn Pictures Corporation
s8439,Movie,The New Romantic,Carly Stone,"Timm Sharp, Hayley Law, Camila Mendes, Brett Dier, Jessica Barden, Avan Jogia",Canada,15-Apr-19,2018,TV-MA,82 min,"Comedies, Independent Movies, Romantic Movies",Drive Films
s8444,Movie,The One I Love,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson",United States,30-May-19,2014,R,91 min,"Comedies, Dramas, Independent Movies",RADiUS-TWC
s8448,Movie,The Pass,Ben A. Williams,"Russell Tovey, ArinzÃ© Kene, Lisa McGrillis, Nico Mirallegro, Rory J. Saper",United Kingdom,1-Jan-19,2016,NR,87 min,"Dramas, Independent Movies, LGBTQ Movies",Toledo Productions
s8449,Movie,The Peacemaker,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany",United States,1-Jan-20,1997,R,124 min,Action & Adventure,DreamWorks
s8460,Movie,The Plan,Keerthi,"Anant Nag, Koustubh Jayakumar, Hemanth, Shreeram, Jay, Sanath, Pramod Shetty, Harish Roy",India,1-Mar-18,2015,TV-MA,124 min,"Dramas, International Movies, Thrillers",Carnaby International
s8481,Movie,The Rehearsal,Alison MacLean,"James Rolleston, Kerry Fox, Ella Edwards, Alice Englert",New Zealand,1-Jan-18,2016,TV-MA,102 min,"Dramas, Independent Movies, International Movies",Melina Film
s8484,Movie,The Rezort,Steve Barker,"Dougray Scott, Jessica De Gouw, Martin McCann, Jassa Ahluwalia, Elen Rhys, Claire Goose","United Kingdom, Spain, Belgium",16-Jan-17,2016,TV-MA,90 min,"Horror Movies, International Movies",LWH Entertainment
s8487,Movie,The Ring,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran",United States,1-Jan-20,2002,PG-13,116 min,"Horror Movies, Thrillers",King Brothers Productions
s8489,Movie,The River Thief,N.D. Wilson,"Joel Courtney, Tommy Cash, Paul Johansson, Bas Rutten, Raleigh Cain, David Shannon",United States,14-Jan-17,2016,NR,87 min,"Dramas, Independent Movies",Gorilla Poet Productions
s8494,Movie,The Rover,David MichÃ´d,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Anthony Hayes, Gillian Jones, Susan Prior, Nash Edgerton","Australia, United States",19-Jul-18,2014,R,103 min,"International Movies, Thrillers",Porchlight Films
s8496,Movie,The Runner,Austin Stark,"Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier",United States,8-Sep-17,2015,R,90 min,"Dramas, Independent Movies",Aspect Ratio Film
s8497,Movie,The Salvation,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona, Mikael Persbrandt, Douglas Henshall, Michael Raymond-James, Jonathan Pryce, Alexander Arnold, Nanna Ã˜land Fabricius","Denmark, United Kingdom, South Africa, Sweden, Belgium",2-Mar-17,2014,R,92 min,"Dramas, Independent Movies, International Movies",Zentropa Entertainments
s8498,Movie,The Sapphires,Wayne Blair,"Chris O'Dowd, Deborah Mailman, Jessica Mauboy, Shari Sebbens, Miranda Tapsell, Tory Kittles, Eka Darville, Tammy Anderson, Lynette Narkle, Kylie Belling",Australia,26-Apr-19,2012,PG-13,99 min,"Comedies, Dramas, Independent Movies",Goalpost Pictures
s8499,Movie,The Score,Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde","Germany, Canada, United States",28-Nov-19,2001,R,124 min,"Dramas, Thrillers",Paramount Pictures
s8505,Movie,The Shaukeens,Abhishek Sharma,"Akshay Kumar, Annu Kapoor, Piyush Mishra, Lisa Haydon, Anupam Kher",India,1-Mar-18,2014,TV-MA,123 min,"Comedies, International Movies, Music & Musicals",Ashwin Varde Productions
s8506,Movie,The Show,Giancarlo Esposito,"Josh Duhamel, Giancarlo Esposito, Famke Janssen, Sarah Wayne Callies, Caitlin Fitzgerald, Chris Ellis, Lucia Walters, James Franco",United States,1-Jun-20,2017,TV-MA,105 min,Dramas,Metro-Goldwyn-Mayer (MGM)
s8508,Movie,The Signal,"William Eubank, Will Eubank","Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet",United States,13-Jul-18,2014,PG-13,97 min,"Sci-Fi & Fantasy, Thrillers",Automatik Entertainment
s8512,Movie,The Social Network,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",United States,1-Apr-20,2010,PG-13,121 min,Dramas,Columbia Pictures
s8514,Movie,The Spectacular Now,James Ponsoldt,"Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh, Mary Elizabeth Winstead, Kyle Chandler, Dayo Okeniyi, Bob Odenkirk, Andre Royo, Masam Holden",United States,15-Jul-18,2013,R,95 min,"Dramas, Independent Movies, Romantic Movies",Andrew Lauren Productions
s8523,Movie,The Super,Stephan Rick,"Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti, Taylor Richardson, Paul Ben-Victor, Yul Vazquez, Andrea Lynn Green, Travaris Spears, Melissa Bolona",United States,16-Feb-19,2017,R,89 min,Horror Movies,Noose Hill Entertainment
s8530,Movie,The Tiger Hunter,Lena Khan,"Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Sam Page, Kevin Pollak, Parvesh Cheena, Michael McMillian",United States,9-Apr-18,2016,TV-14,94 min,"Comedies, Dramas, Independent Movies",Sneaky Sneaky Films
s8532,Movie,The Time Machine,Simon Wells,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates",23-Nov-19,2002,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",Warner Bros.
